Dates,Within 6 Months,Within 12 Months,Within 24 Months,Recession
1986-05-01,0.051613809034867744,0.0806037186931946,0.21629225830407164,-1
1986-06-01,0.04860846019921505,0.07511756488819504,0.20714688267759263,-1
1986-07-01,0.04430234400545264,0.06875906080274367,0.19398063066536037,-1
1986-08-01,0.039761061222327525,0.06454970215605887,0.1861162429138824,-1
1986-09-01,0.03856042289047608,0.06345901141074471,0.18117039650423944,-1
1986-10-01,0.03328989478163497,0.05702924182750089,0.16742235638975522,-1
1986-11-01,0.030220465523794565,0.05268569382613978,0.15683020189479782,-1
1986-12-01,0.028119561826909965,0.04964680296710689,0.1476370464043322,-1
1987-01-01,0.024303334467106488,0.04629037235960639,0.14277005710414423,-1
1987-02-01,0.02189253639725778,0.044044430140206106,0.13828326135442812,-1
1987-03-01,0.020031017705568276,0.04419896681923265,0.14047026090238415,-1
1987-04-01,0.01833080638633272,0.04836124528078005,0.1599234498005127,-1
1987-05-01,0.017246468585815498,0.0612222866370495,0.21228178854221502,-1
1987-06-01,0.015908728417213292,0.0705123155265352,0.25906339613759793,-1
1987-07-01,0.014142163922990378,0.07220137026674278,0.28417596012743795,-1
1987-08-01,0.01352483491944835,0.08338622755370108,0.3300192693408184,-1
1987-09-01,0.01347080811579367,0.09964721273065136,0.38673236485669527,-1
1987-10-01,0.02678827593155836,0.16267824073927434,0.4680944268273081,-1
1987-11-01,0.05294995369992876,0.2259550523096951,0.5361808375582645,-1
1987-12-01,0.053894936270472336,0.2373626739672391,0.5634544602438547,-1
1988-01-01,0.06892411039973584,0.2632383245835975,0.5923593208064102,-1
1988-02-01,0.09820744309712501,0.30136752566255304,0.6239989231416135,-1
1988-03-01,0.11806636465834669,0.31876694915145853,0.6325071490427838,-1
1988-04-01,0.12928949928782466,0.3274362024970099,0.6369721836954011,-1
1988-05-01,0.12316287777108859,0.31155445854039904,0.6184174155150831,-1
1988-06-01,0.1349676012506606,0.31528016823744176,0.6149990048613503,-1
1988-07-01,0.16004814772447806,0.33890512411123097,0.6280805723343016,-1
1988-08-01,0.21191163436566834,0.3861551027542303,0.6565237255575435,-1
1988-09-01,0.23667667075311877,0.4116100674239694,0.6714977123108807,-1
1988-10-01,0.19582084617793705,0.3637342990827706,0.627368195638435,-1
1988-11-01,0.15892945773292208,0.31282141964199317,0.5744467451245857,-1
1988-12-01,0.13072782219886495,0.28949991922044216,0.5659455746930298,-1
1989-01-01,0.1080446240353667,0.27229301568325315,0.5636291573275087,-1
1989-02-01,0.09799002999123783,0.28999183220790137,0.5871619898018863,-1
1989-03-01,0.09027143382514903,0.327012467193789,0.6303211863648102,-1
1989-04-01,0.08404665901318599,0.3609195661553042,0.6697357073973114,-1
1989-05-01,0.07611064558044946,0.37055308576951507,0.6892281331980175,-1
1989-06-01,0.07974669982837664,0.3915615589822493,0.7023244834235539,-1
1989-07-01,0.0770369121038662,0.3876341427135982,0.6974349677434541,-1
1989-08-01,0.07135568217419397,0.3601681458155528,0.6703427702406352,-1
1989-09-01,0.066884444691159,0.32688587780750245,0.6278384721744005,-1
1989-10-01,0.05944786753914674,0.28737053571090804,0.5743812232379607,-1
1989-11-01,0.051069656377248196,0.24857336406460337,0.5211112509910751,-1
1989-12-01,0.04334774888055807,0.2134977218869864,0.4676192351228877,-1
1990-01-01,0.04828094226381829,0.20485579496183204,0.44144264665683164,-1
1990-02-01,0.04355541320210929,0.1840925964891849,0.4068654299308353,-1
1990-03-01,0.04220948681945737,0.1775692432181012,0.3977363225183473,-1
1990-04-01,0.04613307124006616,0.1769202668447564,0.389376104532674,-1
1990-05-01,0.051089036813449555,0.18569772744282365,0.40144495816731096,-1
1990-06-01,0.05253556638982234,0.18092640184142939,0.39638613511986254,-1
1990-07-01,0.08603849699716928,0.2140408929533107,0.425110680395412,100
1990-08-01,0.18193614261146968,0.28919024094210655,0.4823465828327502,100
1990-09-01,0.3073989189462183,0.38477749093727553,0.5542024853801334,100
1990-10-01,0.41194400082947225,0.47529231412059336,0.6240719370284352,100
1990-11-01,0.4877724841335328,0.5460744008004809,0.6801792045787045,100
1990-12-01,0.539458093363044,0.5996287471889215,0.722903039918984,100
1991-01-01,0.49050748891036167,0.5757145932183472,0.716780198854311,100
1991-02-01,0.40511777462847515,0.496121409784125,0.6575801751455468,100
1991-03-01,0.337439548664827,0.41947743160876677,0.5824612925968515,100
1991-04-01,0.28008354561358173,0.3540708987549031,0.5182038157361463,-1
1991-05-01,0.2421874654989596,0.30150683680470336,0.46055591263337037,-1
1991-06-01,0.20665385296416272,0.25497395692490143,0.406465601751699,-1
1991-07-01,0.1699320578526418,0.21474907041489222,0.3635572565910261,-1
1991-08-01,0.13656924920196756,0.1783558262879775,0.32291417619508855,-1
1991-09-01,0.10959715957092848,0.1468306096267526,0.2804281061821357,-1
1991-10-01,0.08841657923947754,0.12163444412336873,0.24452933246225983,-1
1991-11-01,0.07291599700860026,0.10303733412551633,0.21721984040036854,-1
1991-12-01,0.06000630910390159,0.08798971929969704,0.1975035020197118,-1
1992-01-01,0.05098796683465157,0.07774736491177328,0.18481559564021346,-1
1992-02-01,0.04623383835909715,0.07174113541021339,0.17809209873711163,-1
1992-03-01,0.044555211214437264,0.07078390733402881,0.18542904575972008,-1
1992-04-01,0.04171235078039662,0.06825550837962092,0.18669955490082146,-1
1992-05-01,0.04238690946473629,0.0684106208736081,0.19282971994344522,-1
1992-06-01,0.039088717426168956,0.06608452767479335,0.19267058615220228,-1
1992-07-01,0.036579150582757944,0.0630709191982329,0.18757623379985683,-1
1992-08-01,0.041312350426940724,0.06324699786266477,0.18595494201550516,-1
1992-09-01,0.041559954660337545,0.062460373891214796,0.18285440840134143,-1
1992-10-01,0.04284673955075469,0.062445251708352925,0.18306103252856284,-1
1992-11-01,0.03886590086389744,0.05967168568038347,0.18037089348796745,-1
1992-12-01,0.040944371723556264,0.06413963075696347,0.19397125400180543,-1
1993-01-01,0.03512708821505613,0.056931069942832015,0.17388688717906287,-1
1993-02-01,0.029712277302249672,0.050127284316505254,0.15649278994202215,-1
1993-03-01,0.025052731634020074,0.04355665547294982,0.13943093209473062,-1
1993-04-01,0.024222160888066828,0.04170961378997425,0.1327978230256278,-1
1993-05-01,0.02282838658421561,0.03977265841695178,0.12683635733005927,-1
1993-06-01,0.02125649465624015,0.03793944669092755,0.12178160973640505,-1
1993-07-01,0.019869488343279007,0.036371356695833953,0.11903970732985841,-1
1993-08-01,0.017428750943399653,0.03433023832409811,0.11760563218820719,-1
1993-09-01,0.016308764334440236,0.0341765784458301,0.11972758247243515,-1
1993-10-01,0.015199572491716657,0.03394038788086021,0.1221772991774589,-1
1993-11-01,0.01622269197997538,0.036675696684466165,0.12983425030275664,-1
1993-12-01,0.016157915248952142,0.03779435030425547,0.1339692733682838,-1
1994-01-01,0.01496225233917263,0.037115946778524936,0.13479497138207536,-1
1994-02-01,0.014871523947303726,0.038386887679916076,0.13971977291501855,-1
1994-03-01,0.016349720011465067,0.04249516045436816,0.15090547463765458,-1
1994-04-01,0.015839015511239347,0.04481677236897695,0.15994860604942882,-1
1994-05-01,0.015013451369400854,0.047299590877447305,0.16963428877567596,-1
1994-06-01,0.01445255477283347,0.05067880785092983,0.18608661829874854,-1
1994-07-01,0.014194144428624648,0.05534578156830984,0.2047489795572426,-1
1994-08-01,0.014183803723474194,0.06101949170222473,0.22431940653718194,-1
1994-09-01,0.01642555408546257,0.0773641464276295,0.26355192890034923,-1
1994-10-01,0.019519492594061615,0.10051887510333099,0.30981068447458004,-1
1994-11-01,0.027722610391959834,0.13663805128297382,0.3631265255296007,-1
1994-12-01,0.030222756586779902,0.15343561771366987,0.3972963893203189,-1
1995-01-01,0.035825501657667964,0.17748416000912118,0.4383822214755898,-1
1995-02-01,0.03457921060650262,0.18371984157838628,0.46409621318175337,-1
1995-03-01,0.03405995392134543,0.2012949651891878,0.5029435597704752,-1
1995-04-01,0.032596757733367863,0.2077575931624293,0.5273932593033314,-1
1995-05-01,0.03159937601790281,0.2101454995763897,0.5394410147380739,-1
1995-06-01,0.0334755981444666,0.22172229056414805,0.553638645577476,-1
1995-07-01,0.03560228620828873,0.2272169018518145,0.5577098861940092,-1
1995-08-01,0.03939799284900064,0.23057622704333144,0.5559568137933236,-1
1995-09-01,0.0335944000491353,0.20138762410544314,0.5149001780651487,-1
1995-10-01,0.029905474685115743,0.17859087656457492,0.4777311864076931,-1
1995-11-01,0.025722783322946294,0.15566385326611076,0.43557200638762644,-1
1995-12-01,0.023483277799107898,0.14040114614423924,0.40332449211009436,-1
1996-01-01,0.022068653279628918,0.1281367434916097,0.37455605180849016,-1
1996-02-01,0.02202447835683049,0.11998042157596603,0.35249531535208894,-1
1996-03-01,0.02082141084155456,0.10810121456931092,0.32426992416145545,-1
1996-04-01,0.018729902741100927,0.09688667505100299,0.3006556006739653,-1
1996-05-01,0.016616259305447443,0.08644089800401415,0.27897084006489314,-1
1996-06-01,0.015496633604617392,0.0811882213572058,0.27180121150822356,-1
1996-07-01,0.016718153109811163,0.08419907372808182,0.2817456627493014,-1
1996-08-01,0.01625259275248649,0.08260051137442606,0.28454007609053417,-1
1996-09-01,0.016126760150553136,0.08009495890252451,0.28132040152330545,-1
1996-10-01,0.015506631719352373,0.07866300458699498,0.28177712008464134,-1
1996-11-01,0.01500190519861796,0.07906458493839288,0.2870594735939155,-1
1996-12-01,0.016439576443675833,0.08550172761344109,0.3043543693826362,-1
1997-01-01,0.01686666228877131,0.09273122298225304,0.3240197229354207,-1
1997-02-01,0.0177246896952088,0.10177832247268954,0.3443250728990117,-1
1997-03-01,0.01927705257654054,0.10862925699477272,0.36016568837440505,-1
1997-04-01,0.017351785845667916,0.10105179894207691,0.34946576776164645,-1
1997-05-01,0.014870238303975852,0.09023902557140863,0.3280207148484735,-1
1997-06-01,0.012690393931778132,0.0797289180933379,0.3037768701484678,-1
1997-07-01,0.0108946015233404,0.07152169751724965,0.2834903633964877,-1
1997-08-01,0.009791578717968052,0.0663662814355239,0.27121097427282903,-1
1997-09-01,0.009526036261552101,0.06747914704484718,0.2777804291714279,-1
1997-10-01,0.009391217933448647,0.06641754729209517,0.275887408493495,-1
1997-11-01,0.009999477030862066,0.06938742742495693,0.28505683073787647,-1
1997-12-01,0.00954757920257041,0.06903186157050412,0.2919626087238819,-1
1998-01-01,0.010787916706677832,0.07433315364259876,0.30638727219925604,-1
1998-02-01,0.011061211067044973,0.07555268952925444,0.3082653521595799,-1
1998-03-01,0.010779729861882116,0.07723169296655799,0.3138699209646895,-1
1998-04-01,0.011080874103474156,0.07785997503023011,0.31125537505699785,-1
1998-05-01,0.01244032516904149,0.077994143413536,0.3037855184854527,-1
1998-06-01,0.012605906228870383,0.07562292535292511,0.2957156162872023,-1
1998-07-01,0.015841192009673363,0.08080502549382977,0.3039185902545223,-1
1998-08-01,0.03248506600750773,0.1069366494181993,0.3370202340020684,-1
1998-09-01,0.05432758211589633,0.14014284514840158,0.37359977962990715,-1
1998-10-01,0.05386022903551704,0.14406848971084663,0.3799002461613874,-1
1998-11-01,0.048594667432811316,0.1328399815640645,0.3592692436903632,-1
1998-12-01,0.044237616820331116,0.12679770994510045,0.35135034699158396,-1
1999-01-01,0.03933789348418175,0.11858073023793562,0.3396104677973147,-1
1999-02-01,0.04220682041405778,0.12289913151645163,0.3463796882066772,-1
1999-03-01,0.04135361088369292,0.12117590226926767,0.347000490977792,-1
1999-04-01,0.040358077828062444,0.12087023764906465,0.3482912313682033,-1
1999-05-01,0.036131083727507986,0.11061802176475938,0.331098364911862,-1
1999-06-01,0.03490462276564556,0.11258389443321236,0.33803384103283546,-1
1999-07-01,0.032437581641836334,0.11062304468288131,0.33952809664757594,-1
1999-08-01,0.02769032656815517,0.1042946343486287,0.3354486880933196,-1
1999-09-01,0.025029882451351262,0.1020461552462312,0.3386923266377104,-1
1999-10-01,0.02482039553671834,0.11275008349020463,0.36437947639704504,-1
1999-11-01,0.029216965254066092,0.14686736340981887,0.4171884100564295,-1
1999-12-01,0.02922615264557795,0.16038537964913502,0.4510748831629799,-1
2000-01-01,0.03410692391624073,0.18092896554217702,0.48468561544223177,-1
2000-02-01,0.03804337379161117,0.19946771255948043,0.5118890936693309,-1
2000-03-01,0.04074085706868971,0.22108202696624338,0.5436255042684,-1
2000-04-01,0.05669635313559726,0.2655612381890521,0.5853057364225509,-1
2000-05-01,0.07715495377744172,0.32035942148057606,0.6302845112998487,-1
2000-06-01,0.07886589422007718,0.3308694705858012,0.6479137277629566,-1
2000-07-01,0.09249893539027784,0.357382774965719,0.6683954296492176,-1
2000-08-01,0.10134083269131527,0.3846508396531221,0.6898607110075146,-1
2000-09-01,0.15521384189536946,0.4512916769770377,0.7242274490521058,-1
2000-10-01,0.20200923154307768,0.493804435711135,0.744988035956206,-1
2000-11-01,0.29660642577134666,0.5494162171079718,0.7668505432987782,-1
2000-12-01,0.3719435567592574,0.5852079065699421,0.7784454765052222,-1
2001-01-01,0.38900959862780726,0.5900575517010183,0.7760654990944394,-1
2001-02-01,0.3965278073843877,0.5617361074858188,0.7447753645403227,-1
2001-03-01,0.4788639844794097,0.5856815328928842,0.742137048358403,100
2001-04-01,0.5206629431751225,0.5860670371089951,0.7291177026181752,100
2001-05-01,0.5328697500225849,0.5615562128616587,0.6976060488414504,100
2001-06-01,0.5489997064468473,0.5252622911736321,0.6478063297865375,100
2001-07-01,0.5822366006468902,0.5138604648843518,0.6205776917235113,100
2001-08-01,0.6258660566452496,0.5189020909413978,0.6096568629419528,100
2001-09-01,0.6660936397637314,0.525314916663595,0.5999734129554309,100
2001-10-01,0.6806868770295365,0.5008038985247489,0.5639633528877616,100
2001-11-01,0.6661238488366288,0.4569324403967625,0.5135587056715483,100
2001-12-01,0.6497647839817988,0.4174651257482823,0.46761928918714346,-1
2002-01-01,0.615350058371202,0.3811865254917216,0.4281501120277363,-1
2002-02-01,0.5348448556694433,0.32723080284824424,0.376112437941505,-1
2002-03-01,0.4397473842032353,0.27180084657507353,0.3223720084698628,-1
2002-04-01,0.37533588095627096,0.23626316361217237,0.2923454268210136,-1
2002-05-01,0.32481785537217533,0.20924045017172924,0.2715401447081844,-1
2002-06-01,0.2862828327458923,0.19048245306302014,0.26140878696546105,-1
2002-07-01,0.26722246105935193,0.18293979532443752,0.2631421135028722,-1
2002-08-01,0.23951647925390648,0.16753353635193505,0.25380734412877165,-1
2002-09-01,0.2283172829527072,0.16052895208077944,0.2527851165308022,-1
2002-10-01,0.22035413849035113,0.15903184276386603,0.2603765537194005,-1
2002-11-01,0.20434779654321084,0.1564570530342813,0.26932880101568,-1
2002-12-01,0.20087938623543514,0.15967727171125332,0.27915613936524236,-1
2003-01-01,0.20235010718501364,0.16229007160830963,0.2851476801014346,-1
2003-02-01,0.20538574700959444,0.16641986805488707,0.2921635469210739,-1
2003-03-01,0.23389841936476646,0.1876585884620875,0.3157052599496069,-1
2003-04-01,0.2314007939315168,0.1902558398254895,0.3230867959396829,-1
2003-05-01,0.22342233724578256,0.19088854718639126,0.32732401360929536,-1
2003-06-01,0.18986667456694678,0.16650258836162934,0.2972003697001826,-1
2003-07-01,0.15404999545659478,0.13805436456634487,0.25647173257819267,-1
2003-08-01,0.12278924595980487,0.11152431950973157,0.21050909271306778,-1
2003-09-01,0.09764855377989673,0.0900746911737542,0.1744392269111094,-1
2003-10-01,0.0778004851023648,0.074210380063874,0.1510568898125398,-1
2003-11-01,0.06208102955533641,0.061894187182668925,0.13258881788925408,-1
2003-12-01,0.049374668380851326,0.05041239147916544,0.11292674384374715,-1
2004-01-01,0.03927125949823799,0.04108410874305715,0.09636554075949319,-1
2004-02-01,0.031251872983094446,0.0336880047314674,0.08333358966731928,-1
2004-03-01,0.024917425500990277,0.028319048061254657,0.07587092395063094,-1
2004-04-01,0.01998573107288488,0.02469789143242073,0.07248389133641274,-1
2004-05-01,0.01603534249327615,0.021581891852649582,0.06809975931674671,-1
2004-06-01,0.012849880403323143,0.018799516518552058,0.06365976614846217,-1
2004-07-01,0.010506036944074502,0.018659008851795132,0.0684809537156254,-1
2004-08-01,0.00888307952990745,0.020210874704760348,0.07787822935094306,-1
2004-09-01,0.00818974119602291,0.024025239710158526,0.09190990404054433,-1
2004-10-01,0.007908756774645297,0.02747931270922873,0.10503538219579256,-1
2004-11-01,0.006845379766407254,0.02635050876464958,0.10651569564586214,-1
2004-12-01,0.006750292983082065,0.03139856718147018,0.13001183305137162,-1
2005-01-01,0.009044688029089696,0.049037397121338915,0.18419754834511626,-1
2005-02-01,0.012054732867104973,0.06761138696287562,0.2362281381336403,-1
2005-03-01,0.012399147019457952,0.07062330825267664,0.2560367018825719,-1
2005-04-01,0.01197508132374776,0.07195137162706002,0.27457883389457144,-1
2005-05-01,0.011308656861773968,0.07189491950332867,0.2872139672152741,-1
2005-06-01,0.014374497490048732,0.08742245031621655,0.32421713234758215,-1
2005-07-01,0.013391510019870642,0.08434193606475442,0.32501180486396747,-1
2005-08-01,0.012948550819976463,0.08346899651672478,0.3320625230373887,-1
2005-09-01,0.013995622352126712,0.09418937351896739,0.36845677639117475,-1
2005-10-01,0.02757757417302368,0.15331304959382133,0.44897975285250896,-1
2005-11-01,0.1250380721344445,0.29306518672657145,0.5506013093936273,-1
2005-12-01,0.18391567444105875,0.3931748425480645,0.6284591148737537,-1
2006-01-01,0.16191374939876219,0.3904116991532989,0.6571416094356085,-1
2006-02-01,0.13894785659044745,0.3467417976479009,0.6317445789827958,-1
2006-03-01,0.12092318883484975,0.3244708570585787,0.6356506763741631,-1
2006-04-01,0.1040879168186814,0.3087617019708012,0.6448935879621132,-1
2006-05-01,0.0990806088848116,0.3224098412194332,0.672159456695509,-1
2006-06-01,0.103201002206211,0.3530677057181528,0.7048370999747973,-1
2006-07-01,0.14447825948129212,0.4237025766400272,0.7473226511507856,-1
2006-08-01,0.1689522321048797,0.4773725947846811,0.7810558768603721,-1
2006-09-01,0.18665497759854902,0.5139248376709583,0.8051093949244625,-1
2006-10-01,0.18406769913118068,0.5321020225737682,0.8211511160318035,-1
2006-11-01,0.1790732822299651,0.5213669674484304,0.8189362258705581,-1
2006-12-01,0.15884811372047322,0.4635895573727132,0.7726905880813137,-1
2007-01-01,0.14200414882507426,0.4082184433570894,0.7192445599575091,-1
2007-02-01,0.1346339961357485,0.38632626045133556,0.7113202702052879,-1
2007-03-01,0.1570136184683673,0.40977709312964544,0.7307615105673615,-1
2007-04-01,0.1766749365794543,0.4327855549208452,0.7465043284220505,-1
2007-05-01,0.16650602959460406,0.4244565666315529,0.7431134666685613,-1
2007-06-01,0.1609498651333539,0.41583939179691615,0.7365840676924964,-1
2007-07-01,0.15992955005434298,0.4158063798588701,0.73693542059864,-1
